licenseNum,date,yelp_name,yelp_id,image_url,is_claimed,is_closed,address,city,state,country,zip_code,price,rating,review_count,transactions,url,,
BU20624250,4/30/19,PCH Poultry & Market,4bPaQxk7-0fHiL-FWigfZA,https://s3-media3.fl.yelpcdn.com/bphoto/l2pCovq5ZWjs4fFw7NDLPw/o.jpg,TRUE,FALSE,1701 Magnolia Ave,Long Beach,CA,US,90813,$$,4,25,[],https://www.yelp.com/biz/pch-poultry-and-market-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20124970,4/30/19,Santa Fe Garage Auto Repair,gWjkj23-Gv8MzVOt2SCDGA,https://s3-media2.fl.yelpcdn.com/bphoto/NrWMRicvBbtOPPP6fSvmjQ/o.jpg,TRUE,FALSE,1581 Santa Fe Ave,Long Beach,CA,US,90813,,3,9,[],https://www.yelp.com/biz/santa-fe-garage-auto-repair-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU03093780,4/30/19,Hastings & Vaughan,wQNvTYVekMwKZNIYF7b8Bg,https://s3-media1.fl.yelpcdn.com/bphoto/jVuQiFldMnwTBBK-NtdNng/o.jpg,TRUE,FALSE,1560 Santa Fe Ave,Long Beach,CA,US,90813,,5,1,[],https://www.yelp.com/biz/hastings-and-vaughan-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20701225,4/30/19,The Village Grind,ZBcorH9DX6SyVN0J0xKz3A,https://s3-media1.fl.yelpcdn.com/bphoto/DnJLRz4lhDHeIv_wye2PSw/o.jpg,TRUE,FALSE,443 E 1st St,Long Beach,CA,US,90802,$,4,389,['pickup'],https://www.yelp.com/biz/the-village-grind-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20420170,4/30/19,Camden Harbor View,gpCdty2lkaa7rUwh2s-L0w,https://s3-media2.fl.yelpcdn.com/bphoto/yqCZ7s-6lsJpvpImtQuQgA/o.jpg,TRUE,FALSE,40 Cedar Walk,Long Beach,CA,US,90802,,4,169,[],https://www.yelp.com/biz/camden-harbor-view-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20420180,4/30/19,Camden Harbor View,gpCdty2lkaa7rUwh2s-L0w,https://s3-media2.fl.yelpcdn.com/bphoto/yqCZ7s-6lsJpvpImtQuQgA/o.jpg,TRUE,FALSE,40 Cedar Walk,Long Beach,CA,US,90802,,4,169,[],https://www.yelp.com/biz/camden-harbor-view-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20719190,4/30/19,Garcia & Artigliere,NeHKdW1Q9wfiHYCP78QygQ,https://s3-media1.fl.yelpcdn.com/bphoto/7Yx44OI17BBXs6PfPnkVKw/o.jpg,TRUE,FALSE,1 World Trade Ctr,Long Beach,CA,US,90831,,3,6,[],https://www.yelp.com/biz/garcia-and-artigliere-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU04042640,4/30/19,Family Pharmacy,fCgS0mkLZSv_AQ56otHLPA,https://s3-media2.fl.yelpcdn.com/bphoto/r3USVKRC-xjEUF_brM_5ng/o.jpg,TRUE,FALSE,1400 Atlantic Ave,Long Beach,CA,US,90813,$$,3.5,14,[],https://www.yelp.com/biz/family-pharmacy-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20422958,4/30/19,Victorious Barber Studio,dSIN9eQrjDqzHV7GhxFbBw,https://s3-media2.fl.yelpcdn.com/bphoto/OiPGFNFOCfcIzimQaqrTmg/o.jpg,TRUE,FALSE,426 E 1st St,Long Beach,CA,US,90802,$,3.5,39,[],https://www.yelp.com/biz/victorious-barber-studio-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20636840,4/30/19,CVS Pharmacy,FnF7TyiIjIuTUOCktrY1og,https://s3-media1.fl.yelpcdn.com/bphoto/2_KBaGQCJdjwNFb5DU1oaA/o.jpg,TRUE,FALSE,596 Long Beach Blvd,Long Beach,CA,US,90802,$$,2.5,47,[],https://www.yelp.com/biz/cvs-pharmacy-long-beach-15?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20520070,4/30/19,The Funnel House,5uyteD0JnJBh8n9ti3Mzlg,https://s3-media2.fl.yelpcdn.com/bphoto/oCDRfEZCqmLdOm_mYLhT4A/o.jpg,TRUE,FALSE,425 Shoreline Village Dr,Long Beach,CA,US,90802,$,4,295,[],https://www.yelp.com/biz/the-funnel-house-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20546530,4/30/19,Antonio's Barber Supply,7SI4BB_2mI_CgeRUlnG3ng,https://s3-media1.fl.yelpcdn.com/bphoto/uKKj4GE7moXSFfpkyGdNjw/o.jpg,TRUE,FALSE,742 Pine Ave,Long Beach,CA,US,90813,$,4.5,17,[],https://www.yelp.com/biz/antonios-barber-supply-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20213750,4/30/19,Minuteman Press of Long Beach,FoEbSFJndD_q8aVgJkAgeg,https://s3-media2.fl.yelpcdn.com/bphoto/Nnq9t8RVRJzbFRWIPuZ_Dg/o.jpg,TRUE,FALSE,137 W 5th St,Long Beach,CA,US,90802,,4.5,32,[],https://www.yelp.com/biz/minuteman-press-of-long-beach-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20460250,4/30/19,St Mary's Radiation Oncology Medical Group,mLO3vUm10Yuw0Ag8sw_vCQ,,FALSE,FALSE,1043 Elm Ave,Long Beach,CA,US,90813,,5,1,[],https://www.yelp.com/biz/st-marys-radiation-oncology-medical-group-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20036540,4/30/19,Rent-A-Center,cD1B-XhU01sG3Ref3cwsdA,,FALSE,FALSE,605 E Anaheim St,Long Beach,CA,US,90813,,2,8,[],https://www.yelp.com/biz/rent-a-center-long-beach-4?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20604240,4/30/19,First Class Auto,vW1rTItfCDpXufLN7BK0MA,,FALSE,FALSE,1400 Long Beach Blvd,Long Beach,CA,US,90813,,5,1,[],https://www.yelp.com/biz/first-class-auto-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU06082440,4/30/19,NeuroMedical Group,Ic96w_wAxrvSJSuX8tT_Vg,https://s3-media2.fl.yelpcdn.com/bphoto/SJ8Hf79ltKa6UBKpiqqgYA/o.jpg,TRUE,FALSE,1045 Atlantic Ave,Long Beach,CA,US,90813,,5,6,[],https://www.yelp.com/biz/neuromedical-group-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20613160,4/30/19,Shutts Fabricators,WCMTH5oDTus8M8LkpV_Quw,https://s3-media3.fl.yelpcdn.com/bphoto/FOoQdnsqtlzo_wD7Al81tA/o.jpg,TRUE,FALSE,1632 W 15th St,Long Beach,CA,US,90813,,4,5,[],https://www.yelp.com/biz/shutts-fabricators-long-beach-2?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20521921,4/30/19,Maru Maki Sushi,stEX2m8JDX9b3waEXqiKsA,https://s3-media1.fl.yelpcdn.com/bphoto/byn2gSuL4FKPcs-gvO664A/o.jpg,TRUE,FALSE,745 E Broadway,Long Beach,CA,US,90802,$$,4,985,"['pickup', 'delivery']",https://www.yelp.com/biz/maru-maki-sushi-long-beach-4?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20326390,4/30/19,Johnny Rockets,upZZD6bby2CakpQcTDOSkQ,https://s3-media3.fl.yelpcdn.com/bphoto/YgCec05Dk_K_4Adv4P1tKA/o.jpg,TRUE,FALSE,245 Pine Ave,Long Beach,CA,US,90802,$,2.5,180,"['pickup', 'delivery']",https://www.yelp.com/biz/johnny-rockets-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20607180,4/30/19,Fitness Chiropractic & Massage Therapy,4A3vYtkyU8mVcS01lqiT-g,https://s3-media4.fl.yelpcdn.com/bphoto/7un4tgH78oVw4nkx5Z77VA/o.jpg,TRUE,FALSE,100 Oceangate Blvd,Long Beach,CA,US,90802,,5,16,[],https://www.yelp.com/biz/fitness-chiropractic-and-massage-therapy-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20635850,4/30/19,Nathan E Lavid MD,RjJCdT5GShqjSDixRMw-xA,,FALSE,FALSE,834 E 4th St,Long Beach,CA,US,90802,,3.5,5,[],https://www.yelp.com/biz/nathan-e-lavid-md-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20704730,4/30/19,Poly Burger,r7acYxv6TbJEFzbVi4wOsA,https://s3-media2.fl.yelpcdn.com/bphoto/ktPH5FA8HuEWOVdvd8KVlg/o.jpg,FALSE,FALSE,1460 Atlantic Ave,Long Beach,CA,US,90813,$,4,74,[],https://www.yelp.com/biz/poly-burger-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20608350,4/30/19,Cafe Sevilla,NLeDDTBDsR0pHFyqC2zgcw,https://s3-media1.fl.yelpcdn.com/bphoto/Aci6o47gimWwqz_o_Nq7wQ/o.jpg,TRUE,FALSE,140 Pine Ave,Long Beach,CA,US,90802,$$,4,1835,"['restaurant_reservation', 'delivery', 'pickup']",https://www.yelp.com/biz/cafe-sevilla-long-beach-5?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20621560,4/30/19,Clancy's,TxDrARDjYtDU4aG1p7Vhng,https://s3-media1.fl.yelpcdn.com/bphoto/xHSBUswTABGd8_tIo6_QoQ/o.jpg,TRUE,FALSE,803 E Broadway,Long Beach,CA,US,90802,$$,3.5,175,"['pickup', 'delivery']",https://www.yelp.com/biz/clancys-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20556130,4/30/19,Tokyo Wako,R6iCOOL2f1A4AU3VxMtC1A,https://s3-media1.fl.yelpcdn.com/bphoto/hNnlxX4qMjSLCQJwJ4Q3hg/o.jpg,TRUE,FALSE,310 S Pine Ave,Long Beach,CA,US,90899,$$,3,482,[],https://www.yelp.com/biz/tokyo-wako-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20440250,4/30/19,84 Welding Shop,ZpfDepMMaeAze2i-wqRV1Q,,FALSE,FALSE,2129 W Anaheim St,Long Beach,CA,US,90813,,1,1,[],https://www.yelp.com/biz/84-welding-shop-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20566330,4/30/19,Harbor Custom Canvas,HBTASycuiaW1DhGggvipxg,https://s3-media2.fl.yelpcdn.com/bphoto/RWixL_EgJqXyiIxHO3v_Sg/o.jpg,TRUE,FALSE,733 W Anaheim St,Long Beach,CA,US,90813,,3,7,[],https://www.yelp.com/biz/harbor-custom-canvas-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20042410,4/30/19,Inn of Long Beach,cy6unS2sOWB7j0XjNd-8oA,https://s3-media1.fl.yelpcdn.com/bphoto/CI8L9RLySx3zmhQ6vnFL_w/o.jpg,TRUE,FALSE,185 Atlantic Ave,Long Beach,CA,US,90802,$$,2.5,51,[],https://www.yelp.com/biz/inn-of-long-beach-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU01023690,4/30/19,Long Beach Rescue Mission,NAqsR0gFc1EWRFwH2ahtng,https://s3-media2.fl.yelpcdn.com/bphoto/odQzVz9WNEQe04MCc2IUVg/o.jpg,TRUE,FALSE,1430 Pacific Ave,Long Beach,CA,US,90813,,4.5,16,[],https://www.yelp.com/biz/long-beach-rescue-mission-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20642200,4/30/19,Pacific Plantscaping,5QJyeRu1I_amxHDRMtzvSg,https://s3-media1.fl.yelpcdn.com/bphoto/D7su0ZF9wExCpSVUEObn6Q/o.jpg,TRUE,FALSE,,Long Beach,CA,US,90802,,4.5,12,[],https://www.yelp.com/biz/pacific-plantscaping-long-beach-6?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20147760,4/30/19,All American Towing & Impound,YWa4TTjPFrVZ8xAexyymOQ,https://s3-media2.fl.yelpcdn.com/bphoto/OfMP9_r_tIoR0w_y9rW7kA/o.jpg,TRUE,FALSE,1752 Cota Ave,Long Beach,CA,US,90813,,4.5,6,[],https://www.yelp.com/biz/all-american-towing-and-impound-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20220880,4/30/19,El Taco Loco No 3,VVvh13_YwQr1WkYSgFu_-w,https://s3-media4.fl.yelpcdn.com/bphoto/MV4EKn-1DBHlo9MfhqCDfA/o.jpg,TRUE,FALSE,1465 Magnolia Ave,Long Beach,CA,US,90813,$,4,260,['pickup'],https://www.yelp.com/biz/el-taco-loco-no-3-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20620710,4/30/19,Viet Long Immigration & Income Tax,ZIZ4GPt3IlvZPnI3SvmVqw,https://s3-media2.fl.yelpcdn.com/bphoto/ufo5z_GucXE1QYhwyXBNhQ/o.jpg,FALSE,FALSE,831 E Anaheim St,Long Beach,CA,US,90813,,4,4,[],https://www.yelp.com/biz/viet-long-immigration-and-income-tax-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20722390,4/30/19,Enjoy Hair & Nail,_3kBIgRFgAGU5p_I2AI6Ew,https://s3-media2.fl.yelpcdn.com/bphoto/7zTygkQu2YmjRf5p8voKNg/o.jpg,TRUE,FALSE,1236 Long Beach Blvd,Long Beach,CA,US,90813,$$,4.5,17,[],https://www.yelp.com/biz/enjoy-hair-and-nail-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20712070,4/30/19,Monica's Bakery,p_8c6kYolC5Wt_ylELK_Fg,https://s3-media2.fl.yelpcdn.com/bphoto/mH8NECO2TMXHs9zb8lFqkw/o.jpg,FALSE,FALSE,133 W Anaheim St,Long Beach,CA,US,90813,$,3.5,22,[],https://www.yelp.com/biz/monicas-bakery-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20031320,4/30/19,Nissi Beauty Salon,300vlsOhKG8APYcJxT0Rqw,https://s3-media1.fl.yelpcdn.com/bphoto/VMT9GaWj_miuovzboWFmJg/o.jpg,TRUE,FALSE,220 Atlantic Ave,Long Beach,CA,US,90802,,5,4,[],https://www.yelp.com/biz/nissi-beauty-salon-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20330720,4/30/19,Tugboat Pete's Hot Dog Stand,N61xDk9az-U6VF2SpXQTiw,https://s3-media1.fl.yelpcdn.com/bphoto/CKQ7rRN0vsePhJXZsad5Dw/o.jpg,FALSE,FALSE,421 Shoreline Village Dr,Long Beach,CA,US,90802,$,4,23,[],https://www.yelp.com/biz/tugboat-petes-hot-dog-stand-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20461120,4/30/19,European Auto Garage,416umqvL8TH99jeVMywNJw,https://s3-media3.fl.yelpcdn.com/bphoto/xi-44ZAdENDvgP2BDAcHDQ/o.jpg,TRUE,FALSE,820 E 3rd St,Long Beach,CA,US,90802,,3,29,[],https://www.yelp.com/biz/european-auto-garage-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20710490,4/30/19,Mariscos Las Islitas,kUhQTuMocIxkfVMGOo79YQ,https://s3-media2.fl.yelpcdn.com/bphoto/jRdoRBv6ewvKmKZ4G5SCyg/o.jpg,TRUE,FALSE,1585 Santa Fe Ave,Long Beach,CA,US,90813,$$,4,63,"['delivery', 'pickup']",https://www.yelp.com/biz/mariscos-las-islitas-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20712330,4/30/19,T & Y Travel & Tax Services,Ih6nskEgPCLEtZJD_ovhsg,,FALSE,FALSE,639 E 7th St,Long Beach,CA,US,90813,,1,1,[],https://www.yelp.com/biz/t-and-y-travel-and-tax-services-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20562980,4/30/19,Long Beach Dairy  Liquor,yXMROmcmuYET5YLWuotsAQ,,FALSE,FALSE,725 E 4th St,Long Beach,CA,US,90802,$$,5,2,[],https://www.yelp.com/biz/long-beach-dairy-liquor-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20648350,4/30/19,Best Western Plus Hotel at the Convention Center,wsXGe0o1SWkCcHGqG9yx5g,https://s3-media3.fl.yelpcdn.com/bphoto/Uqj9DN5AeHVKLmmWYfFjRA/o.jpg,TRUE,FALSE,517 E 1st St,Long Beach,CA,US,90802,$$,3,109,[],https://www.yelp.com/biz/best-western-plus-hotel-at-the-convention-center-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
BU20562150,4/30/19,Quality Eye Care Optometry,liRai2hGbQR1F5ZL3AXQ3w,https://s3-media2.fl.yelpcdn.com/bphoto/TdlUwDHkiV7Ya_n-Z6uRog/o.jpg,TRUE,FALSE,619 Pine Ave,Long Beach,CA,US,90802,,4.5,45,[],https://www.yelp.com/biz/quality-eye-care-optometry-long-beach?adjust_creative=OorxPpvbQO7_P_C9N1Ciwg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=OorxPpvbQO7_P_C9N1Ciwg,,
